InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
575895,22897,OVEN MITT APPLES DESIGN,2,11/11/2011 14:50,1.45,17052,United Kingdom
550144,22088,PAPER BUNTING COLOURED LACE,2,4/14/2011 14:14,2.95,16520,United Kingdom
576076,22309,TEA COSY RED  STRIPE,1,11/13/2011 16:18,2.55,14382,United Kingdom
551340,22087,PAPER BUNTING WHITE LACE,5,4/27/2011 17:23,5.79,,United Kingdom
561647,23209,LUNCH BAG DOILEY PATTERN ,40,7/28/2011 15:20,1.65,13340,United Kingdom
568346,21974,SET OF 36 PAISLEY FLOWER DOILIES,1,9/26/2011 15:28,2.92,14096,United Kingdom
566042,20727,LUNCH BAG  BLACK SKULL.,2,9/8/2011 13:53,1.65,17811,United Kingdom
548259,21179,NO JUNK MAIL METAL SIGN,14,3/30/2011 11:12,1.25,14099,United Kingdom
575884,23351,ROLL WRAP 50'S CHRISTMAS,12,11/11/2011 13:46,1.25,12685,France
571410,46000M,POLYESTER FILLER PAD 45x45cm,4,10/17/2011 12:32,1.55,17527,United Kingdom
578335,21191,LARGE WHITE HONEYCOMB PAPER BELL  ,6,11/24/2011 9:06,2.1,17481,United Kingdom
575070,22475,SKULL DESIGN TV DINNER TRAY,2,11/8/2011 12:58,4.95,17841,United Kingdom
559042,22629,SPACEBOY LUNCH BOX ,1,7/5/2011 15:34,2.46,,United Kingdom
581400,22897,OVEN MITT APPLES DESIGN,2,12/8/2011 13:36,1.45,14056,United Kingdom
553369,23118,PARISIENNE JEWELLERY DRAWER ,4,5/16/2011 14:30,7.5,15044,United Kingdom
559330,22035,VINTAGE CARAVAN GREETING CARD ,12,7/7/2011 15:44,0.42,17696,United Kingdom
546670,21213,PACK OF 72 SKULL CAKE CASES,5,3/15/2011 15:37,0.55,13451,United Kingdom
574068,22632,HAND WARMER RED RETROSPOT,12,11/2/2011 14:51,2.1,12490,France
576328,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,6,11/14/2011 15:19,7.95,13577,United Kingdom
538397,22619,SET OF 6 SOLDIER SKITTLES,32,12/12/2010 11:44,3.75,12753,Japan
541827,22242,5 HOOK HANGER MAGIC TOADSTOOL,1,1/21/2011 17:05,3.29,,United Kingdom
538566,20966,SANDWICH BATH SPONGE,2,12/13/2010 11:21,2.51,,United Kingdom
569843,21162,TOXIC AREA  DOOR HANGER ,6,10/6/2011 13:29,0.39,14449,United Kingdom
554948,22750,FELTCRAFT PRINCESS LOLA DOLL,4,5/27/2011 14:29,3.75,14447,United Kingdom
552520,22659,LUNCH BOX I LOVE LONDON,1,5/9/2011 16:34,4.13,,United Kingdom
559816,22801,ANTIQUE GLASS PEDESTAL BOWL,1,7/12/2011 16:11,7.46,,United Kingdom
553199,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,2,5/15/2011 15:13,0.83,17758,United Kingdom
545235,22748,POPPY'S PLAYHOUSE KITCHEN,6,3/1/2011 10:31,2.1,12683,France
572858,21181,PLEASE ONE PERSON METAL SIGN,4,10/26/2011 12:36,2.1,13571,United Kingdom
574308,23270,SET OF 2 CERAMIC PAINTED HEARTS ,6,11/3/2011 16:45,1.45,16409,United Kingdom
550389,22976,CIRCUS PARADE CHILDRENS EGG CUP ,2,4/18/2011 11:53,1.25,17284,United Kingdom
556108,23205,CHARLOTTE BAG VINTAGE ALPHABET ,1,6/8/2011 17:59,1.63,,United Kingdom
580730,22814,CARD PARTY GAMES ,3,12/5/2011 17:28,0.42,,United Kingdom
577179,21116,OWL DOORSTOP,12,11/18/2011 11:20,4.95,18061,United Kingdom
569898,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,2,10/6/2011 16:08,3.29,,United Kingdom
574573,22750,FELTCRAFT PRINCESS LOLA DOLL,1,11/4/2011 16:35,3.75,14592,United Kingdom
564635,23061,VINTAGE EMBOSSED HEART,12,8/26/2011 12:41,1.25,15615,United Kingdom
561217,84659A,WHITE TRAVEL ALARM CLOCK,1,7/25/2011 17:09,2.46,,United Kingdom
569664,23031,DRAWER KNOB CRACKLE GLAZE PINK,6,10/5/2011 13:33,1.65,18237,United Kingdom
575177,23513,EMBROIDERED RIBBON REEL SUSIE ,1,11/8/2011 18:41,4.13,,United Kingdom
560772,90103,PURPLE FRANGIPANI NECKLACE,1,7/20/2011 16:12,2.48,,United Kingdom
578485,22456,NATURAL SLATE CHALKBOARD LARGE ,6,11/24/2011 12:52,4.95,12921,United Kingdom
575930,21876,POTTERING MUG,1,11/11/2011 17:58,3.29,,United Kingdom
537781,22585,PACK OF 6 BIRDY GIFT TAGS,1,12/8/2010 12:46,1.25,17341,United Kingdom
571942,23427,STOOL HOME SWEET HOME ,1,10/20/2011 10:06,12.5,17434,United Kingdom
550152,22824,3 TIER SWEETHEART GARDEN SHELF,1,4/14/2011 14:43,35.95,17362,United Kingdom
562366,22161,HEART DECORATION RUSTIC HANGING ,24,8/4/2011 14:01,0.19,17692,United Kingdom
541493,22110,BIRD HOUSE HOT WATER BOTTLE,3,1/18/2011 14:29,7.46,,United Kingdom
575063,22382,LUNCH BAG SPACEBOY DESIGN ,2,11/8/2011 12:32,1.65,16764,United Kingdom
558927,85099B,JUMBO BAG RED RETROSPOT,20,7/5/2011 10:23,2.08,18177,United Kingdom
571061,21426,WOODLAND STORAGE BOX SMALL,2,10/13/2011 14:33,4.96,,United Kingdom
573452,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,10/31/2011 10:45,1.71,17450,United Kingdom
574351,84692,BOX OF 24 COCKTAIL PARASOLS,3,11/4/2011 10:37,0.42,17348,United Kingdom
538071,22196,SMALL HEART MEASURING SPOONS,1,12/9/2010 14:09,1.66,,United Kingdom
552526,23136,IVORY WIRE SWEETHEART LETTER TRAY,2,5/9/2011 16:42,3.75,17576,United Kingdom
573428,22585,PACK OF 6 BIRDY GIFT TAGS,12,10/31/2011 10:19,1.25,12571,France
547005,22302,COFFEE MUG PEARS  DESIGN,6,3/18/2011 14:20,2.55,12474,Germany
571441,22099,CARAVAN SQUARE TISSUE BOX,1,10/17/2011 13:31,2.46,14096,United Kingdom
566221,23203,JUMBO BAG VINTAGE DOILY ,3,9/9/2011 16:13,4.13,,United Kingdom
565541,84991,60 TEATIME FAIRY CAKE CASES,6,9/5/2011 12:00,0.55,14159,United Kingdom
581188,22844,VINTAGE CREAM DOG FOOD CONTAINER,2,12/7/2011 16:47,8.5,17735,United Kingdom
580759,23545,WRAP RED VINTAGE DOILY,25,12/6/2011 10:30,0.42,17593,United Kingdom
538071,21385,IVORY HANGING DECORATION  HEART,1,12/9/2010 14:09,1.66,,United Kingdom
545059,22081,RIBBON REEL FLORA + FAUNA ,1,2/27/2011 13:04,1.65,14157,United Kingdom
563191,22141,CHRISTMAS CRAFT TREE TOP ANGEL,12,8/12/2011 16:07,2.1,16678,United Kingdom
559693,23032,DRAWER KNOB CRACKLE GLAZE IVORY,1,7/11/2011 16:21,3.29,,United Kingdom
538524,47591B,SCOTTIES CHILDRENS APRON,5,12/13/2010 9:35,1.66,,United Kingdom
552951,22460,EMBOSSED GLASS TEALIGHT HOLDER,6,5/12/2011 12:05,1.25,14988,United Kingdom
556484,21212,PACK OF 72 RETROSPOT CAKE CASES,5,6/12/2011 13:17,0.55,16938,United Kingdom
561926,22297,HEART IVORY TRELLIS SMALL,24,8/1/2011 12:48,1.25,12749,United Kingdom
574154,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,11/3/2011 11:32,2.95,13709,United Kingdom
578844,22559,SEASIDE FLYING DISC,1,11/25/2011 16:14,2.46,,United Kingdom
540821,85036C,ROSE 1 WICK MORRIS BOXED CANDLE,3,1/11/2011 13:16,3.36,,United Kingdom
551824,35810B,ENAMEL BLUE RIM COFFEE CONTAINER,6,5/4/2011 12:32,0.83,15128,United Kingdom
580884,23332,IVORY WICKER HEART LARGE,1,12/6/2011 12:21,1.65,15907,United Kingdom
579103,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,1,11/28/2011 11:39,3.75,18041,United Kingdom
541864,21169,YOU'RE CONFUSING ME METAL SIGN ,48,1/23/2011 16:17,1.45,13798,United Kingdom
544153,21935,SUKI  SHOULDER BAG,2,2/16/2011 12:11,1.65,15356,United Kingdom
553845,22676,FRENCH BLUE METAL DOOR SIGN 1,10,5/19/2011 12:38,1.25,17675,United Kingdom
561096,22386,JUMBO BAG PINK POLKADOT,20,7/25/2011 10:28,2.08,16099,United Kingdom
574726,22551,PLASTERS IN TIN SPACEBOY,1,11/6/2011 14:56,1.65,14664,United Kingdom
566757,79144B,PAINTED LIGHTBULB STAR+ MOON,12,9/14/2011 15:54,0.83,,United Kingdom
562024,84991,60 TEATIME FAIRY CAKE CASES,1,8/1/2011 16:07,1.25,,United Kingdom
568991,23322,LARGE WHITE HEART OF WICKER,4,9/29/2011 16:44,2.95,18204,United Kingdom
571214,85099C,JUMBO  BAG BAROQUE BLACK WHITE,5,10/14/2011 12:56,2.08,14390,United Kingdom
555414,75049L,LARGE CIRCULAR MIRROR MOBILE,24,6/3/2011 10:06,1.25,16230,United Kingdom
543713,22644,CERAMIC CHERRY CAKE MONEY BANK,1,2/11/2011 11:46,4.13,,United Kingdom
551294,23147,SINGLE ANTIQUE ROSE HOOK IVORY,12,4/27/2011 14:43,1.45,13468,United Kingdom
573248,21975,PACK OF 60 DINOSAUR CAKE CASES,2,10/28/2011 12:09,0.55,14498,United Kingdom
554992,21328,BALLOONS  WRITING SET ,1,5/29/2011 14:08,1.65,16686,United Kingdom
556092,20718,RED RETROSPOT SHOPPER BAG,1,6/8/2011 15:25,3.29,,United Kingdom
553392,22845,VINTAGE CREAM CAT FOOD CONTAINER,12,5/16/2011 16:44,5.55,16131,United Kingdom
544661,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,2/22/2011 13:59,1.49,15303,United Kingdom
555397,21231,SWEETHEART CERAMIC TRINKET BOX,1,6/2/2011 17:26,2.46,,United Kingdom
578942,23537,WALL ART I LOVE LONDON ,1,11/27/2011 13:29,4.95,17288,United Kingdom
565456,37500,TEA TIME TEAPOT IN GIFT BOX,1,9/4/2011 16:12,4.95,16629,United Kingdom
577315,21682,LARGE MEDINA STAMPED METAL BOWL ,1,11/18/2011 13:25,4.95,17811,United Kingdom
567095,23358,HOT STUFF HOT WATER BOTTLE,6,9/16/2011 13:03,3.75,17049,United Kingdom
570027,22193,RED DINER WALL CLOCK,2,10/7/2011 10:41,8.5,14844,United Kingdom
574290,23355,HOT WATER BOTTLE KEEP CALM,5,11/3/2011 15:18,4.95,17403,United Kingdom
574089,22730,ALARM CLOCK BAKELIKE IVORY,4,11/3/2011 9:07,3.75,17611,United Kingdom
548974,47480,HANGING PHOTO CLIP ROPE LADDER,12,4/5/2011 11:47,1.65,15194,United Kingdom
579777,23575,SNACK TRAY PAISLEY PARK,1,11/30/2011 15:13,4.13,,United Kingdom
541695,21868,POTTING SHED TEA MUG,2,1/20/2011 18:01,3.29,,United Kingdom
566870,23034,DRAWER KNOB CERAMIC BLACK,12,9/15/2011 13:21,1.45,13658,United Kingdom
578814,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,4,11/25/2011 13:40,0.29,12748,United Kingdom
567297,22637,PIGGY BANK RETROSPOT ,4,9/19/2011 12:27,2.55,15594,United Kingdom
576779,21914,BLUE HARMONICA IN BOX ,1,11/16/2011 13:25,1.25,14554,United Kingdom
544153,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2/16/2011 12:11,2.95,15356,United Kingdom
572457,22898,CHILDRENS APRON APPLES DESIGN,8,10/24/2011 12:44,1.95,12594,Italy
550835,82581,TOILET METAL SIGN,10,4/21/2011 10:52,0.55,15034,United Kingdom
536635,22502,PICNIC BASKET WICKER SMALL,8,12/2/2010 11:22,5.95,15955,United Kingdom
538171,21882,SKULLS TAPE,5,12/9/2010 20:01,0.65,17530,United Kingdom
536750,21871,SAVE THE PLANET MUG,6,12/2/2010 14:04,1.06,17850,United Kingdom
573248,23103,JINGLE BELL HEART DECORATION,24,10/28/2011 12:09,1.65,14498,United Kingdom
565332,23322,LARGE WHITE HEART OF WICKER,12,9/2/2011 14:09,2.95,13695,United Kingdom
571441,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,4,10/17/2011 13:31,0.83,14096,United Kingdom
541516,21879,HEARTS GIFT TAPE,2,1/18/2011 17:34,0.42,,United Kingdom
551995,22982,PANTRY PASTRY BRUSH,1,5/5/2011 15:42,2.46,,United Kingdom
575176,23493,VINTAGE DOILY TRAVEL SEWING KIT,2,11/8/2011 18:29,3.29,,United Kingdom
551056,22030,SWALLOWS GREETING CARD,12,4/26/2011 11:51,0.42,16442,United Kingdom
580395,21828,EIGHT PIECE SNAKE  SET,12,12/4/2011 10:56,1.25,17629,United Kingdom
572127,22866,HAND WARMER SCOTTY DOG DESIGN,12,10/21/2011 9:20,2.1,14911,EIRE
566285,21899,GARAGE KEY FOB,6,9/11/2011 14:51,0.65,13611,United Kingdom
580136,20931,BLUE POT PLANT CANDLE ,1,12/1/2011 19:42,2.95,17841,United Kingdom
568062,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,48,9/23/2011 13:18,0.29,14014,United Kingdom
560504,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,16,7/19/2011 11:47,0.42,13081,United Kingdom
543802,22195,LARGE HEART MEASURING SPOONS,1,2/13/2011 12:03,1.65,13742,United Kingdom
C539576,35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,-96,12/20/2010 12:25,0.19,14911,EIRE
554974,84828,JUNGLE POPSICLES ICE LOLLY MOULDS,12,5/27/2011 17:14,1.25,14031,United Kingdom
538541,22654,DELUXE SEWING KIT ,3,12/13/2010 10:46,5.95,17428,United Kingdom
552234,21123,SET/10 IVORY POLKADOT PARTY CANDLES,1,5/6/2011 16:01,2.46,,United Kingdom
560296,22501,PICNIC BASKET WICKER LARGE,1,7/18/2011 10:21,20.79,,United Kingdom
556910,23200,JUMBO BAG PEARS,1,6/15/2011 13:25,2.08,12748,United Kingdom
565670,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,9/6/2011 9:23,2.95,14944,United Kingdom
580983,22573,STAR WOODEN CHRISTMAS DECORATION,2,12/6/2011 16:26,1.63,,United Kingdom
545220,84678,CLASSICAL ROSE SMALL VASE,6,3/1/2011 8:30,2.55,14620,United Kingdom
565231,84946,ANTIQUE SILVER T-LIGHT GLASS,6,9/2/2011 9:26,2.46,,United Kingdom
565445,22222,CAKE PLATE LOVEBIRD WHITE,1,9/4/2011 14:50,4.95,13548,United Kingdom
580914,23355,HOT WATER BOTTLE KEEP CALM,1,12/6/2011 13:42,4.95,14871,United Kingdom
579792,23473,WOODLAND SMALL RED FELT HEART,12,11/30/2011 15:43,0.83,12714,France
577316,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,11/18/2011 13:30,1.25,12578,Italy
580305,20674,GREEN POLKADOT BOWL,2,12/2/2011 14:26,1.25,12970,United Kingdom
565153,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,9/1/2011 14:47,0.55,18241,United Kingdom
553920,47566,PARTY BUNTING,8,5/20/2011 8:57,4.95,15955,United Kingdom
556125,22077,6 RIBBONS RUSTIC CHARM,12,6/9/2011 10:20,1.65,12947,United Kingdom
546005,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,3/8/2011 15:17,1.25,14426,United Kingdom
574717,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,2,11/6/2011 14:35,8.95,18170,United Kingdom
540022,22647,CERAMIC LOVE HEART MONEY BANK,36,1/4/2011 12:57,0.42,17188,United Kingdom
551270,20886,BOX OF 9 PEBBLE CANDLES,2,4/27/2011 12:35,1.95,15891,United Kingdom
540647,22655,VINTAGE RED KITCHEN CABINET,1,1/10/2011 14:57,295,17406,United Kingdom
575985,22419,LIPSTICK PEN RED,2,11/13/2011 14:09,0.42,17841,United Kingdom
C570290,23426,METAL SIGN DROP YOUR PANTS,-6,10/10/2011 11:54,2.89,14665,United Kingdom
537665,22168,ORGANISER WOOD ANTIQUE WHITE ,1,12/7/2010 17:19,8.5,16365,United Kingdom
573274,35970,ZINC FOLKART SLEIGH BELLS,3,10/28/2011 13:10,4.13,,United Kingdom
540418,90115,SUMMER BUTTERFLIES BAG CHARM,1,1/7/2011 11:04,2.51,,United Kingdom
556879,21248,DOOR HANGER  MUM + DADS ROOM,1,6/15/2011 12:07,1.45,16461,United Kingdom
548539,90005A,,2,3/31/2011 17:37,0,,United Kingdom
563037,23345, DOLLY GIRL BEAKER,12,8/11/2011 15:02,1.25,12362,Belgium
565613,21179,NO JUNK MAIL METAL SIGN,24,9/5/2011 15:19,0.39,13744,United Kingdom
540021,22474,SPACEBOY TV DINNER TRAY,1,1/4/2011 12:51,4.95,17841,United Kingdom
550144,21937,STRAWBERRY   PICNIC BAG,1,4/14/2011 14:14,2.95,16520,United Kingdom
557319,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,6/20/2011 8:23,1.65,15076,United Kingdom
572854,21098,CHRISTMAS TOILET ROLL,10,10/26/2011 12:28,1.06,14096,United Kingdom
540154,22988,SOLDIERS EGG CUP ,4,1/5/2011 11:30,2.51,,United Kingdom
537638,84913A,SOFT PINK ROSE TOWEL ,2,12/7/2010 15:28,3.36,,United Kingdom
569545,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,1,10/4/2011 16:37,3.29,,United Kingdom
560385,21035,SET/2 RED RETROSPOT TEA TOWELS ,1,7/18/2011 12:53,3.25,14583,United Kingdom
568152,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,5,9/25/2011 11:40,1.65,16480,United Kingdom
559796,21556,CERAMIC STRAWBERRY MONEY BOX,3,7/12/2011 13:30,4.13,,United Kingdom
544933,21985,PACK OF 12 HEARTS DESIGN TISSUES ,24,2/25/2011 8:44,0.29,12633,Germany
575335,23201,JUMBO BAG ALPHABET,200,11/9/2011 13:56,1.79,12931,United Kingdom
557669,23084,RABBIT NIGHT LIGHT,24,6/22/2011 9:43,1.79,12674,France
577768,22139,RETROSPOT TEA SET CERAMIC 11 PC ,1,11/21/2011 15:18,10.79,,United Kingdom
537387,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,12/6/2010 13:34,0.85,13468,United Kingdom
570178,22708,WRAP DOLLY GIRL,25,10/7/2011 14:23,0.42,16558,United Kingdom
562598,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,8/8/2011 10:00,7.95,15152,United Kingdom
567911,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,40,9/22/2011 17:00,2.55,14854,United Kingdom
579399,23368,SET 12 COLOUR PENCILS DOLLY GIRL ,3,11/29/2011 12:09,0.65,13137,United Kingdom
549568,82552,WASHROOM METAL SIGN,24,4/10/2011 15:09,1.45,15665,United Kingdom
566123,23209,LUNCH BAG VINTAGE DOILY ,1,9/9/2011 11:15,1.65,15039,United Kingdom
560547,22464,HANGING METAL HEART LANTERN,12,7/19/2011 12:39,1.65,17419,United Kingdom
543179,22495,SET OF 2 ROUND TINS CAMEMBERT ,1,2/4/2011 10:31,2.95,12754,Japan
569545,22881,NUMBER TILE VINTAGE FONT 2,1,10/4/2011 16:37,4.13,,United Kingdom
564221,21790,VINTAGE SNAP CARDS,5,8/24/2011 9:36,1.63,,United Kingdom
563589,22690,DOORMAT HOME SWEET HOME BLUE ,20,8/17/2011 19:40,8,17450,United Kingdom
542905,84879,ASSORTED COLOUR BIRD ORNAMENT,40,2/1/2011 15:11,1.69,12540,Spain
550359,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,4/18/2011 10:41,2.95,17841,United Kingdom
538707,22111,SCOTTIE DOG HOT WATER BOTTLE,2,12/14/2010 10:38,4.95,17894,United Kingdom
549586,21989,PACK OF 20 SKULL PAPER NAPKINS,4,4/11/2011 10:00,1.63,,United Kingdom
579854,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,40,11/30/2011 16:26,2.55,14713,United Kingdom
576927,22630,DOLLY GIRL LUNCH BOX,12,11/17/2011 11:02,1.95,12567,France
576659,23702,High Resolution Image,1,11/16/2011 11:09,21,15373,United Kingdom
538808,22619,SET OF 6 SOLDIER SKITTLES,6,12/14/2010 12:11,3.75,14057,United Kingdom
567625,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,9/21/2011 12:55,0.85,13627,United Kingdom
570688,DOT,DOTCOM POSTAGE,1,10/11/2011 16:29,199.04,,United Kingdom
559816,23012,GLASS APOTHECARY BOTTLE PERFUME,1,7/12/2011 16:11,8.29,,United Kingdom
C567714,22962,JAM JAR WITH PINK LID,-6,9/22/2011 10:11,0.85,16316,United Kingdom
546242,21213,PACK OF 72 SKULL CAKE CASES,21,3/10/2011 13:07,0.55,16743,United Kingdom
559377,23283,,17,7/8/2011 10:39,0,,United Kingdom
547399,21843,RED RETROSPOT CAKE STAND,1,3/22/2011 16:55,20.79,,United Kingdom
552676,20717,STRAWBERRY SHOPPER BAG,1,5/10/2011 15:07,2.46,,United Kingdom
541602,21181,PLEASE ONE PERSON METAL SIGN,1,1/19/2011 17:17,2.1,17231,United Kingdom
542794,22971,QUEENS GUARD COFFEE MUG,1,2/1/2011 10:56,4.96,,United Kingdom
545059,21992,VINTAGE PAISLEY STATIONERY SET,1,2/27/2011 13:04,2.95,14157,United Kingdom
554268,22379,RECYCLING BAG RETROSPOT ,1,5/23/2011 12:59,2.1,15311,United Kingdom
548514,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1,3/31/2011 16:03,2.46,,United Kingdom
561209,22209,WOOD STAMP SET HAPPY BIRTHDAY,1,7/25/2011 16:57,0.83,,United Kingdom
571082,23184,BULL DOG BOTTLE OPENER,2,10/13/2011 15:25,10.79,,United Kingdom
555077,22413,METAL SIGN TAKE IT OR LEAVE IT ,4,5/31/2011 12:42,2.95,17975,United Kingdom
572721,23118,PARISIENNE JEWELLERY DRAWER ,2,10/25/2011 15:07,7.5,16201,United Kingdom
570026,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,10/7/2011 10:37,0.65,12781,Czech Republic
538071,22095,LADS ONLY TISSUE BOX,2,12/9/2010 14:09,2.51,,United Kingdom
573116,23162,REGENCY TEA STRAINER,1,10/27/2011 15:49,3.75,14525,United Kingdom
561647,23199,JUMBO BAG APPLES,30,7/28/2011 15:20,2.08,13340,United Kingdom
553541,22900, SET 2 TEA TOWELS I LOVE LONDON ,3,5/17/2011 15:33,4.13,,United Kingdom
565124,22417,PACK OF 60 SPACEBOY CAKE CASES,24,9/1/2011 12:09,0.55,12436,Norway
550272,22558,CLOTHES PEGS RETROSPOT PACK 24 ,2,4/15/2011 12:14,1.65,18079,United Kingdom
553017,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,5/12/2011 19:01,2.08,12757,Portugal
559357,23128,FELTCRAFT BOY JEAN-PAUL KIT,1,7/7/2011 18:56,4.95,17107,United Kingdom
554104,23166,MEDIUM CERAMIC TOP STORAGE JAR,12,5/22/2011 14:03,1.25,12705,Germany
543162,21115,ROSE CARAVAN DOORSTOP,1,2/3/2011 18:08,6.75,17507,United Kingdom
563404,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,8/16/2011 11:04,3.75,16303,United Kingdom
573138,48173C,DOORMAT BLACK FLOCK ,1,10/27/2011 17:22,8.25,15023,United Kingdom
564725,22622,BOX OF VINTAGE ALPHABET BLOCKS,1,8/28/2011 12:28,11.95,18041,United Kingdom
551838,35609A,,-51,5/4/2011 13:31,0,,United Kingdom
540821,84596F,SMALL MARSHMALLOWS PINK BOWL,6,1/11/2011 13:16,0.85,,United Kingdom
578067,22952,60 CAKE CASES VINTAGE CHRISTMAS,2,11/22/2011 15:43,1.25,,United Kingdom
541508,22960,JAM MAKING SET WITH JARS,1,1/18/2011 16:06,8.29,,United Kingdom
549567,21248,DOOR HANGER  MUM + DADS ROOM,1,4/10/2011 15:07,1.45,13632,United Kingdom
579938,22576,SWALLOW WOODEN CHRISTMAS DECORATION,12,12/1/2011 10:18,0.85,14146,United Kingdom
578029,21523,DOORMAT FANCY FONT HOME SWEET HOME,10,11/22/2011 13:33,7.08,16985,United Kingdom
556243,21993,FLORAL FOLK STATIONERY SET,5,6/9/2011 16:07,2.46,,United Kingdom
575477,22023,EMPIRE BIRTHDAY CARD,1,11/9/2011 16:14,0.83,,United Kingdom
552318,22907,PACK OF 20 NAPKINS PANTRY DESIGN,6,5/8/2011 16:13,0.85,17231,United Kingdom
558068,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,5,6/24/2011 15:51,2.46,,United Kingdom
544677,22470,HEART OF WICKER LARGE,4,2/22/2011 16:13,2.95,18196,United Kingdom
C542426,21874,GIN AND TONIC MUG,-12,1/28/2011 9:32,1.25,14146,United Kingdom
566060,21790,VINTAGE SNAP CARDS,1,9/8/2011 15:27,1.63,,United Kingdom
567809,23013,GLASS APOTHECARY BOTTLE TONIC,4,9/22/2011 12:29,3.95,13804,United Kingdom
576510,23366,SET 12 COLOURING PENCILS DOILY,64,11/15/2011 12:05,0.65,14533,United Kingdom
541219,21619,4 VANILLA BOTANICAL CANDLES,1,1/14/2011 14:06,2.46,,United Kingdom
565767,47566,PARTY BUNTING,25,9/6/2011 14:28,10.79,,United Kingdom
540542,84950,ASSORTED COLOUR T-LIGHT HOLDER,12,1/9/2011 15:18,0.65,15107,United Kingdom
563721,22356,CHARLOTTE BAG PINK POLKADOT,30,8/18/2011 16:27,0.85,15232,United Kingdom
553750,84946,ANTIQUE SILVER T-LIGHT GLASS,12,5/19/2011 10:16,1.25,15660,United Kingdom
550207,22379,RECYCLING BAG RETROSPOT ,2,4/15/2011 10:38,4.96,,United Kingdom
566270,21931,JUMBO STORAGE BAG SUKI,30,9/11/2011 13:40,2.08,16523,United Kingdom
561870,21993,FLORAL FOLK STATIONERY SET,12,7/31/2011 11:45,1.25,14911,EIRE
573763,23437, 50'S CHRISTMAS GIFT BAG LARGE,12,11/1/2011 9:56,1.25,17139,United Kingdom
566952,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,1,9/15/2011 16:37,1.63,,United Kingdom
557630,22379,RECYCLING BAG RETROSPOT ,5,6/21/2011 14:53,2.1,13178,United Kingdom
536862,21361,LOVE LARGE WOOD LETTERS ,1,12/3/2010 11:13,25.49,,United Kingdom
544309,22934,BAKING MOULD EASTER EGG WHITE CHOC,6,2/17/2011 14:17,2.95,15785,United Kingdom
558116,22025,RING OF ROSES BIRTHDAY CARD,1,6/27/2011 9:11,0.83,,United Kingdom
569469,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,1,10/4/2011 12:22,2.95,16360,United Kingdom
564818,22457,NATURAL SLATE HEART CHALKBOARD ,1,8/30/2011 12:10,5.79,,United Kingdom
566913,21984,PACK OF 12 PINK PAISLEY TISSUES ,4,9/15/2011 14:07,0.39,17602,United Kingdom
555550,22457,NATURAL SLATE HEART CHALKBOARD ,48,6/5/2011 13:29,2.55,15245,United Kingdom
575074,22676,FRENCH BLUE METAL DOOR SIGN 1,1,11/8/2011 13:11,1.25,15356,United Kingdom
548166,22650,CERAMIC PIRATE CHEST MONEY BANK,1,3/29/2011 13:45,3.29,,United Kingdom
556237,22378,WALL TIDY RETROSPOT ,1,6/9/2011 15:34,4.13,,United Kingdom
581451,23697,A PRETTY THANK YOU CARD,12,12/8/2011 17:57,0.42,17144,United Kingdom
568243,23406,HOME SWEET HOME KEY HOLDER,2,9/26/2011 12:12,6.25,14217,United Kingdom
555393,23228,FILIGREE HEART BIRD WHITE ,24,6/2/2011 17:00,1.25,14221,United Kingdom
548388,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,3,3/30/2011 16:52,2.1,13268,United Kingdom
